学校,姓名,信息,相关文本
上海交通大学,刘钊,https://faculty.sjtu.edu.cn/liuzhao1,"刘钊
副教授
所在单位：设计学院
学科：设计学
职称：副教授
电子邮箱：hotlz@sjtu.edu.cn
查看更多>
团队成员
研究领域
/
教育经历
/
工作经历
/
个人简介
[1]  智能交互设计
[2]  数字化设计
社会兼职
MORE+
暂无内容
科研项目
MORE+
  [1] 基于工程数据的智能专家算法开发及应用2023/10/01-2024/12/01
  [2] 考虑多维相关性的胶铆连接结构高维时变可靠性分析与优化设计方法研究2024/01/01-2027/12/01
  [3] 面向精神分裂症患者的数字化康复模式研究2023/03/01-2024/02/01
  [4] 基于python及参数化模型数据库的CAE模型自动化生成2023/11/01-2024/06/01
论文成果
MORE+
  [1] Automatic identification framework of the geometric parameters on self-piercing riveting cross-section using deep learning, Journal of Manufactu  2022/11/01
  [2] Multiscale modeling based failure criterion of injection molded SFRP composites considering skin-core-skin layered microstructure and variable parameters, COMPOSITE STRUCTURES  2022/04/01
  [3] A data-driven self-adaptive parameter tuning framework for composite automobile part optimization design, PROCEEDINGS OF THE I  2022/10/01
  [4] Generalized de-homogenization via sawtooth-function-based mapping and its demonstration on data-driven frequency response optimizat"
长沙理工大学,刘鑫,https://www.csust.edu.cn/qjxy/info/1412/12095.htm,"刘鑫
作者：　来源： 　日期：2022年03月01日 10:53　人气：3972
长沙理工大学汽车与机械工程学院研究生导师基本信息表
1、个人基本信息：
姓    名：刘鑫
性    别：男
  出生年月：1981年2月
技术职称：教授
毕业院校：湖南大学
学历（学位）：博士
所在学科：
机械工程
车辆工程
研究方向：
1、 人工智能技术（机器人方向）
2、 高端装备智能可靠性优化设计
3、 机械系统不确定性优化设计
4、 新能源汽车结构可靠性设计
5、  工程机械数字孪生技术
2、教育背景：
1999.9-2003.6  
湖南理工学院
学士
2004.9-2010.6    
湖南大学
硕博连读/博士
3、 个人简介：
刘鑫，男，汉族，1981年出生，博士学位，教授，湖南省杰出青年基金获得者，中国机械工程学会机械设计分会青年委员，湖南省机械工程学会理事，长沙理工大学首批“湖湘学者”。2004年于湖南大学机械与运载工程学院攻读机械电子工程专业硕士学位，并于2006年提前攻读机械工程博士学位，主要从事复杂装备结构智能可靠性技术方面的研究，2019年入选长沙理工大学首批“湖湘学者”。目前，作为第一完成人获得湖南省自然科学奖一项，并先后主持了湖南省杰出青年基金、国家自然科学基金面上项目、国家自然科学基金青年项目、教育部高等学校博士学科点专项科研基金、湖南省自然科学基金、湖南省教育厅“优秀青年”科学研究项目等20余项国家和省部级多项研究课题；发表学术论文70余篇，其中SCI/EI收录近50余篇，他引总次数近500余次，获得国家专利30余项和软件著作权6项，研究成果获得国内外同行的广泛引用和高度评价。目前担任国家自然科学基金通讯评审专家，湖南省科技厅专家库成员以及多家SCI国际杂志审稿专家。
4、已完成或已在承担的主要课题：（限5项）
1. 湖南省杰出青年基金，2021JJ10040，复杂装备结构可靠性设计理论与方法，2021/01-2023/12，主持。
2. 国家自然科学基金面上项目，52275235，基于多源不确定性的复杂装备结构动态可靠性分析与优化设计，2023/01-2026/12，主持。
3. 国家自然科学基金面上项目，51775057，基于非精确概率模型的复杂装备结构不确定性分析与可靠性优化设计，2018/01-2021/12，主持。
4. 国家自然科学基金青"
湖南大学,龙湘云,http://mve.hnu.edu.cn/info/1099/2257.htm,"龙湘云
张　哲
李明全
贺哲龙
机械制造工程系
王伏林
韦海英
尹韶辉
邓乾旺
冯　凯
朱克忆
任莹晖
刘　坚
刘继常
李　伟
李茂君
李荣启
李　娟
李落星
李文俊
杨旭静
杨　军
何世慧
宋立军
张　屹
张冠华
张　凯
陈根余
陈逢军
陈艺勤
陈　鼎
余剑武
范　叶
金湘中
金　滩
周惦武
胡仲勋
胡跃强
钟　波
段辉高
夏百战
郭　力
黄　帅
黄向明
龚志辉
崔俊佳
梁　军
彭杰宏
鄢　锉
熊万里
韩晓筱
陈　聪
何　洪
尹　辉
朱   伟
安晨辉
冯   波
蒋   浩
雷雨超
力学与航空航天系
王晓钢
韦　凯
毛贻齐
方棋洪
冯　慧
任毅如
刘文洋
刘伟纲
刘腾喜
刘　播
李　甲
杨　刚
邹伟生
张见明
张思进
张海成
周加喜
周　慧
林　森
胡　绚
胡徐趣
侯淑娟
侯鹏飞
赵　岩
符文彬
彭　凡
蔡清裕
戴宏亮
彭神佑
何　巍
范智超
施方成
王　凯
机电工程系
王文格
王　刚
王珂娜
刘　侃
杨　宇
邹宪军
张飞铁
张　军
邵海东
陈逢军
陈　静
陈　宁
钟　翔
黄　晶
彭晓燕
程军圣
谭　勇
颜运昌
李　柏
丁荣军
胡　伟
张坦探
严　珂
车辆工程系
丁　飞
干年妃
王　琥
王晓伟
王田天
尹汉锋
白中浩
成艾国
刘迪辉
李　凡
李光耀
李伟平
杨　易
杨沿平
肖　志
何莉萍
何智成
宋　凯
宋晓琳
张冠军
张维刚
陈　涛
周　兵
周　维
郑　刚
胡朝辉
钟志华
莫旭辉
徐　彪
秦晓辉
秦兆博
聂　昕
黄　智
黄沛丰
曹立波
崔向阳
彭伟光
蒋彬辉
谢小平
谢　晖
谢国涛
雷　飞
蔡　勇
薛殿伦
陈　锋
徐世伟
颜凌波
孙光永
边有钢
李顺峰
能源与动力工程系
马寅杰
王兆龙
邓元望
甘　昊
付建勤
朱　浩
任承钦
刘　云
刘敬平
杨小龙
张全长
张　峰
陈　征
陈敬炜
罗宝军
周菊光
鄂加强
谭理刚
廖高良
冷尔唯
秦光照
袁　硕
郑　雄
杨高强
国家高效磨削工程技术中心
尹韶辉
龙小兵
吴　耀
余剑武
陈逢军
尚振涛
金　滩
胡思节
谢桂芝
熊万里
先进前沿交叉学科研究所
蔡立军
李　东
陈舒拉
田万一
邓辉球
胡望宇
吴占涛
  上一篇：教师简介
湖南大学机械与运载工程学院版权所有 ©2018
通讯地址：湖南长沙岳麓山   邮编：410082   行政办：0731-88822825  教学办：0731-88822826  学工办：0731-88"
西北工业大学,孟亮,https://teacher.nwpu.edu.cn/m/2018010037.html,
湖南大学,倪冰雨,http://postdoctor.hnu.edu.cn/info/1004/2281.htm,"倪冰雨等17人入选湖南大学杰出博士后，现予公示。
序号
学院
姓名
1
机械与运载工程学院
倪冰雨
2
机械与运载工程学院
刘  琦
3
电气与信息工程学院
伍文华
4
电气与信息工程学院
刘  柱
5
电气与信息工程学院
江一鸣
6
土木工程学院
Sarra Drissi
7
信息科学与工程学院
陈建国
8
信息科学与工程学院
段明星
9
材料科学与工程学院
郑玮豪
10
化学化工学院
任天兵
11
化学化工学院
熊梦仪
12
化学化工学院
彭瑞资
13
物理与微电子科学学院
夏圣轩
14
岳麓书院
罗先海
15
经济与贸易学院
阙  薇
16
工商管理学院
罗兰兰
17
设计艺术学院
马超民
公示时间截止到2020年1月6日。
公示期间，如有异议，请以书面形式向人力资源处反映。
联系人：徐慧 张思聪 联系电话：0731-88822723
Email:boshihou@hnu.edu.cn

上一篇：湖南大学2021年度博士后科学基金及国（境）外交流项目申报通知
下一篇：关于开展2020年博士后论坛及杰出博士后评选工作的通知

博士后管理办公室
联系人：张思聪  徐莆苒 联系电话：0731-88822723
地址：湖南大学校办公楼208室    邮编：410082
E-Mail：boshihou@hnu.edu.cn
湖南大学
湖南大学人力资源处
中国博士后
Copyright © 2005-2014 湖南大学博士后网站  ALL Rights Reserved"
北京理工大学,史人赫,https://sae.bit.edu.cn/szdw20/szml/fxqgcx20/fgjzcapypx/0ae470c0d04a432186e9e88caf9d073e.htm,"史人赫
所在学科：航空宇航科学与技术
联系电话：010-68913290
通讯地址：中关村南大街5号
职 称：特别研究员（预聘副教授）
邮 箱：shirenhe@bit.edu.cn
邮 编：100081
教育经历
2013年9月-2019年3月，在北京理工大学获得航空宇航科学与技术专业博士学位
2017年9月-2018年9月，加拿大西蒙菲沙大学机电工程学院CSC博士联合培养
2013年3月-2013年6月，俄罗斯萨马拉国立航空航天大学访学
2009年9月-2013年6月，在北京理工大学获得飞行器设计与工程专业学士学位
工作经历
2021年4月至今，北京理工大学宇航学院飞行器工程系，特别研究员（预聘副教授）
2019年3月-2021年3月，清华大学航天航空学院航空系 博士后，合作导师：宝音贺西
主要研究领域
1、飞行器总体设计
2、飞行器多学科设计优化理论及应用
3、数据驱动的复杂系统智能优化方法
获奖情况
社会兼职
1、《战术导弹技术》青年编委
2、《无人系统技术》青年编委
3、《Engineering Optimization》《机械工程学报》等期刊审稿人
近年来主要发表论文
[1] Renhe Shi, Li Liu, Teng Long(*), Yufei Wu, Yifan Tang. Filter-based Adaptive Kriging Method for Black-box Optimization Problems with Expensive Objective and Constraints[J]. Computer Methods in Applied Mechanics and Engineering, 2019, 347: 782-805.
[2] Renhe Shi, Li Liu, Teng Long(*), Yufei Wu, Yifan Tang. Filter-based Sequential Radial Basis Function Method for Spacecraft Multidisciplinary Design Optimization[J]. AIAA Journal, 2018, 57(3): 1019-1031.
[3] Renhe Shi, Li Liu, Teng Long(*), Jian L"
大连理工大学,宋学官,http://faculty.dlut.edu.cn/sxg/zh_CN/index.htm,"宋学官
1397
个人信息
Personal Information
教授
博士生导师
硕士生导师
性别：男
毕业院校：东亚大学
学位：博士
所在单位：机械工程学院
学科：机械设计及理论
办公地点：大方楼8021#
电子邮箱：sxg@dlut.edu.cn
扫描关注
同专业博导
同专业硕导
个人学术主页
个人简介
Personal Profile
       宋学官，教授、博导、国家高层次人才计划专家、高性能精密制造全国重点实验室副主任。长期从事多学科耦合建模与优化设计、工业大数据技术与工业软件开发、装备数字孪生和智能化、高性能工业阀门等方面的研究，主持开发了数据驱动的云端优化设计软件DADOS（www.dados.com.cn）。
       截至目前，在机械工程学报、ASME JMD、ASME PVT、SMO、KBS、AIC、MSSP、IEEE EC、CMAME等领域著名期刊发表论文200余篇，其中第一/通讯作者SCI论文100余篇，ESI高被引论文2篇，期刊封面论文3篇，IF≥8论文30余篇，IF≥10论文12篇，出版著作3部，英文书籍章节2章，参编基金委《机械工程学科发展战略报告(2021~2035)》。论文总引用4800余次，H指数为36，入选2022年度全球前2%顶尖科学家榜单。先后获得2009年国家优秀留学生奖、2020年机械工业联合会科技进步特等奖、2020年和2021年山西省科技进步二等奖（2项）、2021年国机集团科学技术二等奖、2021年日内瓦国际发明展金奖、2022年辽宁省科技进步一等奖，2023年山西省科技进步一等奖，以及2010年美国机械工程师压力容器与管道国际会议（ASME PVP）论文奖、2016年可靠性国际会议论文最佳论文奖和优化领域国际会议最佳张贴海报奖等学术奖励10余项，2014年回国后指导博士研究生获得ASME PVP 2018和ASME PVP 2019国际会议论文奖等奖励8项。
       兼任中国机电一体化技术应用协会数字孪生分会副理事长、中国工程机械学会特大型工程运输车辆分会副理事长、中国图学学会产品信息建模专业委员会副主任委员、全国安全泄压装置标准化技术委员会（SAC/TC503）委员、中国通用机械工业协会培训中心阀门专业讲师、IFToMM中国委员会委员、中国机械工程学会大数据与智能系统分会委员会委员。担任机械"
浙江大学,童哲铭,https://person.zju.edu.cn/ztong,"童哲铭 博士
研究员 | 博士生导师
单位
机械工程学院
职务
工业技术转化研究院副院长
邮箱 tzm@zju.edu.cn
研究方向
· 机械设计及理论
· 叶轮机械优化设计
· 齿轮传动
个人简介
教学与课程
研究与成果
Copyright © 2007-2030浙江大学信息化建设领导小组办公室 咨询电话：0571-87951669  E-mail：xwmaster@zju.edu.cn 平台统计 "
国防科技大学,王志祥,https://meeting.cmes.org/?sid=1089&mid=272&v=100#!c/showNews/a/index/id/3513/label/331,
电子科技大学,王泽群,https://yjsjy.uestc.edu.cn/gmis/jcsjgl/dsfc/dsgrjj/20867?yxsh=04,"王泽群
性    别： 男
特    称：
职    称： 教授
学    位： 哲学博士学位
属    性： 专职
电子邮件： zequnwang@uestc.edu.cn
学术经历：   2014年在美国西北大学担任博士后研究员，2016-2022在美国密歇根理工大学担任博士生导师，助理教授和副教授，2022年担任电子科技大学机械与电气工程学院教授，博士生导师。
个人简介：   王泽群，电子科技大学教授，美国密歇根理工大学客座教授，国家海外高层次人才，长期从事机械材料系统可靠性设计和故障诊断的研究及工程应用，担任机械设计领域期刊Structural and Multidisciplinary Optimization编辑，Applied Mathematical Modelling，ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems, Part B: Mechanical Engineering等客座主编，担任随机振动学会委员，机械设计青年委员，并担任美国自然科学基金会(NSF)和中国香港研究资助局(RGC)的评审专家以及ASME/IDETC等本领域权威国际学术会议程序委员会共同主席或委员。
科研项目：   参与和主持了多项美国能源部基金，中国NSF基金项目，省部级科研项目。
研究成果：   在可靠性设计和故障诊断领域，国际权威期刊发表论文20余篇。
专业研究方向：
专业名称 研究方向 招生类别
080200机械工程 01装备可靠性与设备监控管理，04装备智能设计与仿真，05机器人技术 博士学术学位
085500机械 01不区分研究方向，02不区分研究方向（非全） 博士专业学位
080200机械工程 01装备可靠性与设备监控管理，04装备智能设计与仿真，05机器人技术 硕士学术学位
085500机械 01机器人技术，04智能装备可靠性与优化，06不区分研究方向（非全） 硕士专业学位

学院列表
01  信息与通信工程学院
02  电子科学与工程学院
03  材料与能源学院
04  机械与电气工程学院
05  光电科学与工程学院
06  自动化工程学院
07  资源与环境学院
08  计算机科学与工程学院（网络空间安全学院）
09  信息与软件工程学院（示范性软件学院）
10  航空航天"
电子科技大学,汪忠来,https://faculty.uestc.edu.cn/wangzhonglai/zh_CN/index.htm,"汪忠来
68
教授 博士生导师
性别：男
毕业院校：电子科技大学
学历：博士研究生毕业
学位：工学博士学位
在职信息：在岗
所在单位：机械与电气工程学院
学科：机械工程
办公地点：一校一带培育基地5栋1307
联系方式：15881043536
电子邮箱：wzhonglai@uestc.edu.cn

访问量：0000009276
开通时间：2017.7.24
最后更新时间：2024.4.12
同专业博导
个人简介
汪忠来教授一直从事复杂系统可靠性分析与设计、数控机床可靠性分析、数字孪生技术以及微型扑翼飞行器研发方面的科研工作。近年来，主持包括国家重点研发计划课题、国家自然科学基金以及四川省杰出科技人才项目（四川省杰青）等科研项目20余项；在本领域Comput. Method Appl. M.、Struct. Multidiscip. O.、ASME J. Mech. Design、Reliab. Eng. Syst. Safe.等国际顶级或著名期刊上发表学术论文70余篇（ESI高被引论文1篇），CRC出版社英文专著2章节，受到美国工程院院士、加拿大工程院院士、中国工程院院士、IEEE Fellow、ASME Fellow等著名学者的众多引用和正面评价以及Advances in Engineering的专门报道，连续6年入选“中国高被引学者榜单（Most Cited Chinese Researchers）”；以第一或科研骨干获国防科技进步二等奖（3/15）、教育部自然学科二等奖（3/5）、仪器仪表学会科技进步奖（1/13）、发明创新.创业奖二等奖（1/6）、中国产学研合作创新奖（个人奖）、国防科技进步三等奖（5/15）等科研奖励；申请国家发明专利20余项，授权发明专利13项、实用新型专利2项；受邀在本领域国际和国内重要学术会议上做大会邀请报告7次；现担任ASME会员、国家科技奖励评审专家、国家科技专家库专家、四川省科技评审专家及浙江省科技奖励评审专家；入选2020年第十三批四川省学术和技术带头人、2020年四川省杰出青年科技人才、2015年电子科技大学“百人计划”。
其他联系方式
办公室电话 : 028-61747790
邮箱 : wzhonglai@uestc.edu.cn
教育经历
2000.9 -- 2004.7
四川大学       机械设计制造及其自动化 "
国防科技大学,武泽平,https://www.scholarmate.com/P/YSxkRg?,"武泽平
科研之友号:
11353956
中国人民解放军国防科技大学, 讲师
主页
成果
https://www.scholarmate.com/P/YSxkRg
share
0
项目
72
成果
344
阅读
1
下载
204
被引
9
H-指数
学科分类
机械设计学
连续优化
离散优化
材料和结构的优化设计、制造与可靠性
人工智能驱动的自动化
关键词
近似模型
优化设计
灵敏度分析
工作经历
中国人民解放军国防科技大学
空天科学学院, 讲师, 2021-02至现在
联系信息
email
相关人员
查看更多
未找到符合条件的记录

关注科研之友
关于我们| 隐私政策| 服务条款| 联系我们
©2023 深圳市科研之友网络服务有限公司 粤B2-20110417 粤公网安备 44030502000213粤ICP备16046710号
爱瑞思软件(深圳)有限公司"
湘潭大学,夏翌彰,https://www.163.com/dy/article/IGVE2K4C0534P59R.html,"夏翌彰介绍了多学科协同集成优化关键技术及应用项目。
“我们团队致力于多目标优化算法、群体智能、人工神经网络及应用的研究，形成主要成果500多篇，专著2部，授权发明专利40余项”。夏翌彰介绍，目前其自研的auto MDO平台的模型精度远高于国外竞品Optimus的拟合精度，属于国内首创、国内领先的水平。

“碲”造新材项目团队致力于成为超快激光器核心器件国产化的领跑者。团队成员主要来自光电信息科学与工程、工商管理、经济学、会计等专业。“2024年到2027年，我们制定了三年三步走策略，我们从华中激光产业带出发，以低价格突围市场，逐步扩大到以华中、长三角、珠三角、环渤海四个激光产业带为重点的全国市场，尝试为客户提供更多更好的定制化产品和服务。”展望未来，“碲”造新材项目负责人高枫林信心满满。

“我们怀揣着创新梦、创业梦，一直致力于开启智能用电新时代”，电眼金睛项目负责人廖骋臣满怀激情地说。项目团队一直专注于全方位非侵入式AI用电监测系统的技术创新，深度跟进国内外最新研究成果，打破相关技术壁垒，致力成为智慧能源科技服务领航者，提高电力用户的生活品质。目前，团队已发表权威期刊论文7篇，拥有发明专利6项及软著2项。

湘潭大学副校长喻祖国在讲话中表示，这次大赛是联动多方、资源聚合的科创“筑梦平台”，对于推动优秀科技成果转化，助力人才发展，加快长株潭都市圈高质量发展及进一步激发创新创业活力，有着十分重要的意义。未来，湘潭大学也将深入探索创新创业工作的新模式、新路径，积极为师生创新创业提供条件，进一步聚集要素和资源，以更完善的制度、更广阔的平台激励全校师生投身创新创业。
岳麓山大学科技城党工委副书记、管委会主任屈志峰在致辞中表示，希望进一步加强与湘潭大学、湖南科技大学、湖南工程学院的广泛合作，努力将湘潭各高校的人才、技术、成果优势和大科城的政策、资源、发展优势紧密结合，为长株潭科技创新一体化发展，为湘江科学城和全球研发中心城市建设注入新动能、作出新贡献。
“麓山杯”创新创业大赛自2021年启动以来，旨在发掘、培育一批优秀科创项目与团队，采用“投资+孵化+服务”的模式，支持高校师生校友创业，促进科技成果的孵化、转化及产业化。据介绍，中南大学、湖南大学、湖南师范大学各高校的复赛将会陆续在10月开展，大赛决赛将于11月进行。届时，将从全省10余所高校中角逐出一等奖、二等奖、三等奖和优"
湖南科技大学,肖钊,https://jd.hnust.edu.cn/szdw/grxx/1cd8e3c3e9114a559e2e3b9dd99361e2.htm,"肖钊
发布时间：2021-07-07访问量
一、基本情况
肖钊，男，1987年3月出生，博士，副教授，硕士研究生导师。机械工程学会高级会员，国家自然科学基金函评专家，湖南省自然科学基金函评专家。担任《Energy》 和《Acta Mechanica》 国际权威期刊的评审专家。在《机械工程学报》、《Acta Mechanica》和《Mechanical Systems and Signal Processing》、《计算机图形学报》等领域重要期刊上发表学术论文近20余篇。申请和授权国家专利12项，获取软件著作权6项，主持开发工业软件2项，知识产权成果转化3项。近3年，主持国家重点研发课题1项和子课题1项，国家自然科学基金1项，省部级项目6项，横向课题3项。
研究方向：风电大数据挖掘分析；智能机器人设计；数字孪生技术；复杂装备结构优化设计及可靠性分析。
E-mail: xnxzh501@163.com
二、学习工作经历
2004/09–2008/06，湖南科技大学， 机械设计制造及其自动化，学士
2008/09–2016/03，湖南大学，机械与运载工程学院，博士
2016/03–2021/12，湖南科技大学机电工程学院，讲师
2020/09–2020/12，哈电风能有限公司，企业访问学者
2022/01–至今，湖南科技大学，机电工程学院，副教授
三、科研特色
针对风电大数据挖掘分析、智能机器人设计和复杂装备结构优化设计及可靠性分析进行研究。课题组在读研究生9名，形成了良好了科研创新氛围和传帮带优良传统，欢迎对大数据分析、智能机器人和复杂装备结构感兴趣的同学加入，将我们的创新成果得到进一步的推广应用。
四、科研项目
[1] 国家重点研发课题，重载电力机车NQI协同集成方法及模式研究，2022/10/01-2025/12/31，130万，项目负责人，在研。
[2] 国家重点研发课题，基于质量指数的风电机群全局服役效能综合评估技术, 2022/10/01-2026/03/31，170万，任务负责人，在研。
[3] 中央引导地方科技发展科技成果转移转化项目，大型风电机组变桨系统智能健康管理关键技术及应用，2023/1/31-2024/12/31，210万，项目负责人，在研。
[4] 湖南省自然科学基金联合项目,基于贝叶斯模型修正的风电机组数字孪生建模及服役质量评，2022/1/"
北京理工大学,熊芬芬,https://sae.bit.edu.cn/szdw20/szml/fxqkzx20/fgjzcapypx_1/b187381.htm,"熊芬芬
所在学科：航空宇航科学与技术
联系电话：010-68918179
通讯地址：北京理工大学宇航学院宇航楼506
职 称：副教授
邮 箱：fenfenx@bit.edu.cn
邮 编：100081
教育经历
2007年09月---2009年09月 美国西北大学 机械工程专业 联合培养博士研究生
2005年09月---2010年01月 北京理工大学 飞行器设计专业 博士
2001年09月---2005年07月 北京理工大学 飞行器设计与工程专业 学士
工作经历
2015年07月---至今 北京理工大学 宇航学院 副教授
2012年01月---2015年07月 北京理工大学 宇航学院 讲师
2010年01月---2012年01月 北京理工大学 宇航学院 航空宇航科学与技术博士后
主要研究领域
1、不确定性量化与优化设计(Uncertainty Quantification and Design Optimization)
2、飞行器多学科优化(Multidisciplinary Design Optimization of Flight Vehicle）
3、飞行器轨迹优化和制导(Trajectory Optimization and Guidance)
获奖情况
1、北京市优秀博士学位论文
2、国家自然基金、国家数值风洞、国防基础科研“科学挑战“专题、航天科技基金、X军“十三五”预研、博士后特别资助、博士后面上项目
3、获批北京理工大学研究生精品课程/教材
社会兼职
1、 AIAA Senior Member、ASMO Member、ASME Member、ISSMO Member 、CSIAM不确定性量化专委会会员
2、《Structural and Multidisciplinary Optimization》、《Engineering Optimization》《Journal of Mechanical Design》、《Journal of Guidance Control and Dynamics》、《宇航学报》、《机械工程学报》、《航空学报》等期刊审稿人
3、教育部学位论文评阅专家、国家基金委工材学部/数理学部同行评议专家
近年来主要发表论文
[1] Shuxing Yang, Fenfen Xiong and Fenggang Wang. Unce"
西安交通大学,闫柯,https://gr.xjtu.edu.cn/web/yanke,"闫柯 教授、博士生导师
机械工程学院   设计科学与基础部件研究所
 现代设计及转子轴承系统教育部重点实验室 
科研奖励
l 2022年陕西省高等学校优秀科研成果一等奖
l 2020年国家自然科学基金优秀青年科学基金
l 2019年旋转机械传动与控制国际会议十佳论文
l 2018年第十三届设计与制造前沿国际会议十佳论文
l 2018年陕西省高等学校科学技术一等奖
l 2018年西安交通大学机械学院“泛亚”奖教金
l 2017年陕西省首届高校杰出青年人才
l 2017年中国机械工业科学技术二等奖
联系方式
  工作单位     西安交通大学 机械工程学院
                     中国西部科技创新港
  电子邮箱     yanke@mail.xjtu.edu.cn
  通讯地址     陕西省西安市咸宁西路28号
  邮      编      710049
站点计数器
小组动态
课题组闫柯老师、张盼博士、陈飞博士参加2023中国成组与智能集成、2023中国制造自动化技术学术研讨会
2023-09-13
课题组闫柯老师等人荣获陕西高等学校科学技术研究优秀成果奖一等奖
2023-09-13
课题组三篇SCI论文成功入选ESI高被引、热点论文
2023-09-08
课题组师生赴兰州参加第十五届全国摩擦学大会
2023-09-08
课题组李海珍硕士参加2023年“星航计划”研究所骨干研习营
2023-09-08
课题组成员在第三十四届“腾飞杯”创新创业大赛中斩获佳绩
2023-09-08
更多新闻>>
研究方向
智能检测：图像识别与结构检测（基于图像信息的组件几何结构识别算法、技术、装置）
软件开发：核心算法调控与软件（用于轴承分析的商业软件二次开发与C+等核心算法编写调试）
CFD模拟：数字化建模与仿真分析（用于轴承热、力、流、疲劳预测等方向的数字化建模与分析）
交叉前沿：量子感知技术与新材料（用于轴承热与压力监测的新型传感器、新型材料性能预测等）
科研活动
1. 国家自然科学基金优秀青年科学基金项目：滚动轴承热设计，主持，2021-2023
2. 国家重点研发计划课题：高效润滑******控制技术，主持，2019-2022
3. 国家重点研发计划课题：高铁转向架******研究，2019-2021
4. 国家自然科学基金项目：高速轴承*****润滑设计"
河北工业大学,张德权,https://mes.hebut.edu.cn/kxyj/kytd/108697.htm,"张德权，副教授，硕士生导师。长期从事复杂装备可靠性分析、结构不确定性量化与传播、智能机器人及核心零部件技术等研究。
邮箱：2018071@hebut.edu.cn

  俎群，副教授，硕士生导师， 主要从事微纳米力学、新材料力学行为与结构设计、材料/结构可靠性与失效机理。
邮箱：2017083@hebut.edu.cn

郭永芳，副教授。研究方向：数据驱动、电池建模、状态估计及寿命预测。
邮箱：2005011@hebut.edu.cn

  王千龄，工学博士。研究方向： 人群运动建模、应急疏散控制、可靠控制。
邮箱：2019083@hebut.edu.cn
叶楠，工学博士，河北工业大学机械工程学院工程力学系讲师， 硕士生导师。研究方向为工业机器人及其核心零部件可靠性工程研究，材料和结构动态力学性能研究。
邮箱：2018033@hebut.edu.cn

  冯世哲，讲师，硕士生导师。研究领域：高性能计算方法、人 工智能算法及应用。
邮箱：2019026@hebut.edu.cn

田红艳，讲师，硕士生导师。主要研究方向：电磁固体力学，多场耦合理论与应用，叶轮机械设计。
邮箱：2013024@hebut.edu.cn

  敖日汗，讲师，河北工业大学工 程力学系教师，天津市生物医学 工程学会生物力学专业委员会青 年委员。研究领域主要包括：工 程结构的数值计算方法与仿真， 骨组织生物力学仿真与性能分析。
邮箱：2012002@hebut.edu.cn

刘启明，博士后。主要研究方向包括不确定性理论与方法、材料本构参数识别、护理机器人可靠性、人体运动学与动力学分析、目标检测与识别、助力康复型外骨骼系统开发等。
邮箱：logemen@hebut.edu.cn

王嘉，博士后。主要研究复杂装备退化过程建模及可靠性评估、故障诊断、抗毁性评估、攻防对抗技术等。
邮箱：2019906@hebut.edu.cn

刘水清，博士后，讲师。主要研究方向：工业机器人关键零部件优化；复合材料微结构调控及力学、摩擦学行为。
邮箱：2019901@hebut.edu.cn

  张露予，博士后，讲师。主要研究方向：工业机器人故障诊断、智能电网故障检测与定位。
邮箱：2020110@hebut.edu.cn


王荣，博士后。研究领域：智能材料与结构。
邮箱：rongwang@hebut.edu."
西安电子科技大学,张树新,https://web.xidian.edu.cn/sxzhang/,"张树新的留言板
张树新的主页:
个人信息
科学研究
论文成果
荣誉奖励
课程教学
招生信息
English
基本信息
张树新   教授  博/硕士生导师 
国家级科研平台科研副主任
博士学科：机械电子工程
硕士学科：机械电子工程
工作单位：西安电子科技大学
      电子装备机电耦合实验室
  联系方式
通信地址：陕西省西安市太白南路2号191信箱
电子邮箱：sxzhang@xidian.edu.cn
办公电话：029-88203040
办公地点：西安电子科技大学北校区新科技楼805室
个人简介
张树新，男，1987年生，河北深州人，现任电子装备机电耦合实验室国家级科研平台科研副主任
国家级青年人才（2023）、陕西省青年科技新星（2022）、人社部博新计划博士后（2017）
2010年于西安电子科技大学获机械设计制造及其自动化专业学士学位
2015年于西安电子科技大学获机械电子工程专业博士学位
自2010年以来一直从事柔性可展开天线/结构机电耦合、机电集成优化设计、无人机技术等方面的研究
主持国家自然基金、前沿创新、国防预研项目等多项，横向项目若干
出版英文专著1部（第二作者）
以第一作者发表刊物论文31篇（I/II区23篇）
以第一发明人授权国家发明专利39项
获2020年度国家科技进步一等奖（排名第6）
获2019年度陕西省科学技术进步一等奖（排名第3）
获2017年度中国电子学会优秀博士学位论文提名奖
主要研究方向
天线机电热集成优化设计；
天线结构与多学科优化设计；
有效载荷技术；
水空双动力跨介质无人机技术；
   版权声明
未经西安电子科技大学以及个人主页教师本人许可，不得复制、转载和传播本页内容，禁止用于任何商业用途。如需转载请征得主页所有者同意，并附上主页链接！
2 个月前 更新
张树新的留言板
技术支持：电院网络中心陕ICP备05016463号-3© 2024 西安电子科技大学"
西北工业大学,周长聪,https://teacher.nwpu.edu.cn/changcongzhou.html,
